3Gram,count
ole,49
pan,49
put,49
sca,49
uit,49
ung,49
uth,49
yth,49
eak,48
ept,48
fea,48
gin,48
hot,48
ima,48
rly,48
sat,48
sec,48
tri,48
urp,48
xpe,48
cte,47
dge,47
dou,47
ges,47
hre,47
iff,47
mal,47
nta,47
omi,47
pit,47
sig,47
ula,47
ult,47
vid,47
vis,47
wai,47
atc,46
col,46
esc,46
esi,46
gat,46
spo,46
bre,45
eft,45
ffi,45
foo,45
ial,45
ign,45
lef,45
lem,45
ler,45
lif,45
rio,45
rot,45
rus,45
scr,45
sis,45
tes,45
tow,45
ubt,45
fai,44
fam,44
lis,44
lso,44
lve,44
mys,44
nea,44
oon,44
try,44
urr,44
dle,43
dly,43
ece,43
ffe,43
hun,43
nit,43
pra,43
ren,43
tti,43
usi,43
ali,42
doo,42
edi,42
eel,42
mpa,42
pin,42
rlo,42
rte,42
sil,42
spi,42
ush,42
ute,42
wis,42
acc,41
ara,41
ban,41
bot,41
dev,41
ein,41
ete,41
jus,41
lou,41
mse,41
nno,41
oma,41
upp,41
wom,41
bri,40
gri,40
icu,40
sam,40
alf,39
boo,39
etu,39
leg,39
mir,39
n's,39
ory,39
rip,39
ugg,39
ctl,38
dif,38
gle,38
gro,38
gue,38
ims,38
ita,38
mai,38
mpe,38
nyt,38
occ,38
oes,38
omm,38
osi,38
rob,38
tun,38
wea,38
wen,38
xpl,38
bli,37
bse,37
dde,37
esp,37
evo,37
gon,37
ili,37
jec,37
onf,37
orm,37
ors,37
san,37
uck,37
wri,37
bit,36
dan,36
fra,36
kee,36
mem,36
mrs,36
nvi,36
qua,36
unc,36
alt,35
an',35
bly,35
e's,35
efu,35
ehi,35
eig,35
emb,35
ivi,35
mas,35
mpo,35
nsw,35
oli,35
ric,35
rtu,35
sma,35
tog,35
wev,35
ail,34
amp,34
asi,34
cei,34
dir,34
eci,34
eng,34
etw,34
few,34
hug,34
iga,34
inf,34
inl,34
lim,34
mou,34
nar,34
nch,34
nec,34
nou,34
nve,34
oge,34
oni,34
owl,34
ows,34
rev,34
rpr,34
ual,34
ubl,34
agi,33
ale,33
aso,33
aut,33
bel,33
bur,33
cab,33
dec,33
erf,33
hee,33
mov,33
nex,33
orl,33
pic,33
pur,33
roc,33
sci,33
sev,33
ssa,33
tab,33
yin,33
aff,32
cap,32
cio,32
del,32
dog,32
eam,32
es',32
fal,32
isc,32
ork,32
oti,32
pai,32
pap,32
rag,32
ray,32
reg,32
s's,32
sum,32
tie,32
urt,32
acr,31
adv,31
alr,31
arg,31
bus,31
cla,31
clu,31
eiv,31
hus,31
ici,31
lre,31
lwa,31
nci,31
nis,31
ras,31
rov,31
rut,31
sor,31
spa,31
xac,31
xam,31
zed,31
alw,30
ano,30
aze,30
beh,30
erh,30
hai,30
it',30
oad,30
obs,30
ona,30
opp,30
ott,30
umb,30
uts,30
utt,30
wan,30
ana,29
bei,29
bod,29
dic,29
els,29
gav,29
hir,29
hut,29
ift,29
lus,29
mme,29
mot,29
ncl,29
ndl,29
nor,29
rch,29
rib,29
rra,29
tit,29
ude,29
ume,29
unn,29
van,29
voi,29
xce,29
aps,28
avi,28
cce,28
ccu,28
cie,28
cra,28
cts,28
cut,28
edg,28
epo,28
fle,28
hop,28
mom,28
ori,28
poo,28
rha,28
ruc,28
sce,28
slo,28
stu,28
tea,28
tep,28
tif,28
udd,28
une,28
uti,28
vel,28
'll,27
amo,27
ash,27
cco,27
cho,27
die,27
emo,27
eno,27
fat,27
got,27
iev,27
inu,27
lls,27
mit,27
nni,27
oba,27
ode,27
sea,27
sug,27
yse,27
ado,26
aki,26
aug,26
blo,26
cov,26
cry,26
ctu,26
doe,26
duc,26
ege,26
egr,26
epe,26
eti,26
fas,26
fur,26
gar,26
hig,26
hit,26
ild,26
nel,26
nio,26
pli,26
rce,26
rok,26
tem,26
uni,26
utl,26
add,25
cee,25
emp,25
ems,25
fes,25
fie,25
goi,25
iva,25
lse,25
mid,25
nty,25
ody,25
omb,25
orc,25
rab,25
rdi,25
sav,25
thu,25
tua,25
uar,25
val,25
abi,24
beg,24
bje,24
cia,24
eop,24
fec,24
fig,24
flu,24
fre,24
glo,24
gui,24
imi,24
inn,24
inv,24
lau,24
mag,24
nqu,24
ool,24
owa,24
raw,24
rop,24
sco,24
sly,24
ssu,24
tir,24
tom,24
top,24
una,24
ane,23
bil,23
cid,23
det,23
eer,23
ela,23
enl,23
iew,23
ize,23
ley,23
lke,23
lov,23
nkl,23
oic,23
opl,23
oud,23
peo,23
rmi,23
vie,23
wic,23
cit,22
cto,22
def,22
eit,22
equ,22
esu,22
ffa,22
hte,22
inq,22
isp,22
lyo,22
nfi,22
ng-,22
oat,22
oki,22
olo,22
ots,22
pte,22
ram,22
rew,22
ria,22
rid,22
spr,22
stl,22
sud,22
tee,22
uir,22
've,21
adi,21
bab,21
bes,21
boy,21
eck,21
ega,21
elv,21
epa,21
erc,21
gli,21
hid,21
hon,21
hum,21
hur,21
ifi,21
ket,21
lam,21
lla,21
lop,21
lue,21
mpr,21
onn,21
org,21
osp,21
owi,21
pow,21
rav,21
rkn,21
rla,21
rld,21
rna,21
sag,21
sol,21
vag,21
xpr,21
yea,21
yst,21
abs,20
cep,20
coo,20
eon,20
fla,20
hoo,20
iri,20
lec,20
mpt,20
mur,20
nee,20
nei,20
nfe,20
nfo,20
ntu,20
r's,20
re',20
rke,20
rue,20
sch,20
uct,20
uen,20
uge,20
unl,20
urd,20
vat,20
vio,20
y's,20
asa,19
at',19
bra,19
dra,19
dro,19
ecr,19
eek,19
eff,19
erg,19
het,19
ier,19
igu,19
isa,19
lte,19
ney,19
ngu,19
non,19
rod,19
rwa,19
sba,19
smo,19
usb,19
usl,19
von,19
vou,19
xtr,19
yed,19
aci,18
ago,18
apt,18
avo,18
bed,18
cey,18
cin,18
cli,18
dep,18
doi,18
eag,18
ecu,18
ero,18
fog,18
god,18
imm,18
ipp,18
itu,18
kep,18
kla,18
nco,18
nut,18
nyo,18
rad,18
rap,18
rme,18
rol,18
ror,18
soo,18
sui,18
sus,18
tas,18
tig,18
tis,18
tli,18
tud,18
ucc,18
usp,18
wle,18
won,18
arc,17
aye,17
cig,17
cus,17
egi,17
ena,17
eps,17
ghb,17
gna,17
gur,17
hbo,17
hts,17
idd,17
ipi,17
ipt,17
kel,17
ll-,17
log,17
lur,17
mbl,17
meo,17
nab,17
nan,17
nth,17
obj,17
oof,17
pok,17
ppr,17
pti,17
rks,17
rma,17
rso,17
rts,17
squ,17
twi,17
upe,17
ads,16
afe,16
aig,16
ama,16
bor,16
cis,16
dat,16
dur,16
eau,16
efi,16
elt,16
er',16
eta,16
fiv,16
gly,16
gul,16
ham,16
ian,16
iet,16
ips,16
lf-,16
lip,16
lth,16
mee,16
mel,16
oft,16
ouc,16
pac,16
pes,16
plo,16
ply,16
pot,16
rar,16
rdl,16
rif,16
saf,16
tac,16
tec,16
ths,16
ugo,16
zin,16
agu,15
alm,15
ben,15
cel,15
ckl,15
cks,15
coa,15
dul,15
er-,15
erd,15
fan,15
gan,15
ief,15
isf,15
ldi,15
nic,15
nie,15
nsh,15
oac,15
opi,15
pol,15
rer,15
rki,15
rof,15
rty,15
sub,15
sul,15
swi,15
tme,15
tsi,15
wro,15
yel,15
adm,14
agg,14
ava,14
avy,14
ayi,14
bak,14
cca,14
d's,14
ddl,14
dia,14
erm,14
esh,14
fid,14
hip,14
i'l,14
ito,14
lki,14
loa,14
lot,14
lum,14
ncy,14
ndu,14
nle,14
nli,14
oce,14
oct,14
omo,14
pal,14
rfe,14
rpo,14
rud,14
sun,14
thy,14
tmo,14
tou,14
tta,14
uff,14
vol,14
wes,14
wly,14
bey,13
bin,13
bru,13
bvi,13
cru,13
cum,13
dmi,13
ede,13
erw,13
fil,13
fix,13
fli,13
ftl,13
gni,13
i'v,13
irl,13
irt,13
kes,13
law,13
lee,13
lty,13
luc,13
lut,13
nct,13
nsc,13
obv,13
od-,13
olv,13
oms,13
ony,13
ovi,13
pee,13
ppy,13
rsa,13
rsu,13
rva,13
ski,13
sla,13
sts,13
tay,13
tia,13
uic,13
urg,13
we',13
ysi,13
zle,13
zzl,13
-ga,12
-ro,12
amb,12
asu,12
bad,12
doc,12
dve,12
edu,12
ees,12
efe,12
elo,12
epi,12
eyo,12
gaz,12
heo,12
icl,12
irc,12
iry,12
lmo,12
lun,12
mew,12
mmi,12
nke,12
obl,12
oda,12
ora,12
pou,12
ppl,12
pub,12
rda,12
rfu,12
ril,12
rms,12
sim,12
tag,12
tod,12
ued,12
uil,12
uis,12
ums,12
unf,12
unk,12
uta,12
uty,12
uzz,12
woo,12
yew,12
ais,11
akf,11
alu,11
arp,11
aur,11
azi,11
blu,11
cir,11
ddr,11
dit,11
dom,11
dvi,11
eor,11
etc,11
ets,11
ety,11
eur,11
flo,11
goe,11
hab,11
iag,11
ibe,11
idi,11
iel,11
igi,11
ils,11
ira,11
isk,11
jou,11
kfa,11
lti,11
maz,11
mmo,11
mmu,11
mod,11
mok,11
ndr,11
nim,11
niz,11
ntm,11
num,11
ofe,11
ois,11
oly,11
ono,11
pid,11
pie,11
poc,11
ryt,11
sad,11
sar,11
shr,11
sle,11
tne,11
tob,11
uat,11
umm,11
upr,11
url,11
urv,11
ury,11
utu,11
wir,11
xcu,11
xed,11
yar,11
adf,10
api,10
cea,10
cog,10
cup,10
dn',10
dor,10
due,10
epl,10
etr,10
ewh,10
fus,10
gag,10
ghe,10
gic,10
hru,10
iab,10
ibi,10
ido,10
ilv,10
jam,10
kle,10
liz,10
lyi,10
mut,10
ncr,10
nda,10
ngt,10
nha,10
nwa,10
oan,10
oar,10
ogn,10
olk,10
or-,10
orw,10
rcu,10
ry',10
sak,10
sap,10
siv,10
sli,10
sua,10
tip,10
ty-,10
uce,10
uns,10
urk,10
'cl,9
-ma,9
abm,9
acq,9
adl,9
anx,9
aor,9
asp,9
bma,9
cop,9
cqu,9
dfu,9
div,9
e'l,9
edy,9
ews,9
fav,9
fit,9
g-r,9
gam,9
gns,9
gol,9
hie,9
hoc,9
hri,9
iar,9
ida,9
ird,9
irm,9
iso,9
ixe,9
joh,9
kly,9
kul,9
lev,9
lia,9
lid,9
mps,9
mun,9
nd',9
nkn,9
nsu,9
nxi,9
o'c,9
obe,9
odg,9
ogy,9
ohn,9
otp,9
phe,9
pir,9
pis,9
ppa,9
ppi,9
pse,9
pul,9
rao,9
raz,9
req,9
rtw,9
rys,9
scu,9
sku,9
sky,9
smi,9
sso,9
swa,9
tpr,9
twr,9
typ,9
udy,9
uid,9
ump,9
urm,9
uss,9
vem,9
wei,9
xci,9
-ha,8
-ho,8
-st,8
aba,8
acy,8
ada,8
asc,8
asy,8
aun,8
awl,8
aws,8
bog,8
bov,8
bui,8
ckn,8
cos,8
cta,8
cun,8
dam,8
dut,8
dva,8
eds,8
eks,8
epr,8
ffo,8
fly,8
gal,8
gth,8
gua,8
hau,8
hio,8
hly,8
htl,8
iat,8
ifu,8
irr,8
isl,8
jaw,8
kab,8
nfl,8
ngi,8
ngr,8
nif,8
nju,8
nki,8
nue,8
oca,8
og-,8
ogg,8
ogr,8
olu,8
oop,8
oos,8
opo,8
orb,8
oro,8
pag,8
plu,8
pto,8
pty,8
puz,8
rns,8
rtr,8
rug,8
rui,8
rum,8
ryi,8
sfa,8
tma,8
uai,8
uee,8
uie,8
wep,8
wid,8
ype,8
zem,8
-bl,7
-fa,7
-po,7
afr,7
ala,7
ams,7
apo,7
ato,7
bbi,7
ck-,7
dau,7
dil,7
eap,7
eei,7
epu,7
erk,7
eso,7
exe,7
exi,7
hak,7
hod,7
idl,7
ilt,7
inh,7
iol,7
isg,7
lab,7
lap,7
laz,7
ld-,7
ldo,7
le-,7
lew,7
lex,7
lor,7
mbi,7
mma,7
moa,7
nac,7
nag,7
noc,7
noi,7
obb,7
odu,7
oil,7
ou',7
pay,7
pru,7
r-g,7
reh,7
rfl,7
rgi,7
rgo,7
rik,7
rka,7
rru,7
rtl,7
rtm,7
sn',7
sob,7
spl,7
suf,7
swo,7
tev,7
thl,7
ubj,7
udg,7
uds,7
upl,7
ups,7
usa,7
wag,7
wne,7
xte,7
-co,6
-he,6
-mi,6
-mo,6
-pa,6
-th,6
-ti,6
aim,6
apa,6
aph,6
arv,6
ata,6
atm,6
awn,6
bat,6
bso,6
bta,6
cet,6
cki,6
d-b,6
d-f,6
dab,6
dim,6
dne,6
dry,6
e-p,6
e-s,6
ebo,6
ecl,6
ep-,6
eph,6
ey',6
fet,6
fia,6
gem,6
gha,6
gir,6
haz,6
hec,6
ias,6
idn,6
ifl,6
inj,6
isn,6
itl,6
ivo,6
jur,6
lag,6
lco,6
ldl,6
le',6
lio,6
lpe,6
lsi,6
lug,6
ly-,6
mfo,6
mia,6
mst,6
nad,6
nem,6
nen,6
noo,6
nso,6
nus,6
obt,6
oci,6
ogi,6
oid,6
oje,6
omy,6
onw,6
pel,6
phy,6
raf,6
rci,6
rei,6
rli,6
rno,6
roj,6
rub,6
rup,6
seq,6
shu,6
sic,6
sof,6
stm,6
sue,6
t-m,6
te-,6
tfu,6
toe,6
tty,6
tum,6
ubb,6
uca,6
uel,6
umn,6
umo,6
unh,6
unm,6
upi,6
upt,6
usu,6
vab,6
vas,6
xpa,6
y-t,6
yer,6
-cl,5
-fi,5
acl,5
aly,5
anu,5
atr,5
bal,5
bol,5
bow,5
box,5
bul,5
cip,5
cof,5
cot,5
ctr,5
dal,5
dem,5
dib,5
dso,5
dy',5
ebr,5
edl,5
egu,5
eil,5
emi,5
emy,5
en',5
en-,5
enn,5
eny,5
esm,5
esq,5
et',5
exh,5
ffl,5
fty,5
fut,5
geo,5
ggy,5
ghl,5
gis,5
gry,5
gum,5
he',5
iec,5
ila,5
imb,5
iro,5
ism,5
ium,5
ixt,5
jag,5
joy,5
jud,5
key,5
l-h,5
laf,5
leu,5
lib,5
lof,5
loy,5
lpl,5
lud,5
lyz,5
mac,5
mbr,5
mph,5
mud,5
mul,5
neg,5
neo,5
nfa,5
nfu,5
nga,5
nks,5
nt-,5
nva,5
nvo,5
oak,5
ocu,5
ogs,5
omf,5
onj,5
oup,5
oya,5
oys,5
pau,5
pst,5
quo,5
r-s,5
rbi,5
reo,5
rgy,5
riu,5
riz,5
rmo,5
rog,5
seu,5
sgu,5
sia,5
six,5
sna,5
ssl,5
st-,5
thh,5
tse,5
tst,5
tto,5
tuf,5
tut,5
uft,5
uin,5
uiv,5
uls,5
uma,5
umi,5
unp,5
uot,5
upw,5
usc,5
usy,5
uto,5
vei,5
vor,5
wav,5
wli,5
xie,5
xis,5
y-f,5
yor,5
ywh,5
're,4
-be,4
-by,4
-ca,4
-da,4
-de,4
-do,4
-fo,4
-lo,4
-pl,4
-sp,4
acu,4
agr,4
aks,4
alc,4
amu,4
ar-,4
asm,4
atf,4
aud,4
aul,4
awe,4
awi,4
azy,4
bbl,4
bir,4
bon,4
bun,4
bye,4
ckm,4
cky,4
d-m,4
dac,4
ddy,4
dsh,4
dus,4
dwe,4
e-d,4
e-f,4
ed-,4
ehe,4
eho,4
eiz,4
elc,4
eou,4
erp,4
et-,4
etl,4
eum,4
eva,4
ewa,4
f-s,4
fad,4
fen,4
fis,4
fon,4
fru,4
fwa,4
g-c,4
g-g,4
gel,4
gga,4
gh-,4
gho,4
gie,4
gut,4
hep,4
hfu,4
hhe,4
hiv,4
hle,4
hme,4
htf,4
hti,4
hty,4
ids,4
ige,4
in-,4
ino,4
iny,4
itc,4
itn,4
ivy,4
k-b,4
kil,4
kli,4
kma,4
lfi,4
lfw,4
lne,4
lod,4
loi,4
lta,4
lto,4
mic,4
muz,4
nap,4
ne',4
nia,4
nje,4
nna,4
nsa,4
nsp,4
nwo,4
odd,4
odi,4
ods,4
ofi,4
ola,4
ols,4
onz,4
or',4
p-d,4
pho,4
pop,4
rcy,4
rd-,4
rgu,4
roy,4
rpe,4
rpl,4
rsi,4
sas,4
se-,4
seh,4
sei,4
sem,4
sfi,4
sie,4
sph,4
spy,4
ss-,4
ssy,4
stn,4
t-g,4
taf,4
tam,4
tfo,4
thw,4
tos,4
uda,4
uli,4
ulk,4
urc,4
utc,4
utm,4
vai,4
vex,4
vot,4
wre,4
xcl,4
xer,4
xha,4
xio,4
xpo,4
xtu,4
y-h,4
-bo,3
-cu,3
-go,3
-ne,3
-sc,3
-sh,3
abe,3
anj,3
axe,3
ay-,3
ayt,3
bbe,3
bdu,3
bew,3
big,3
bmi,3
cef,3
chm,3
chr,3
cil,3
coi,3
d-n,3
d-r,3
das,3
ddi,3
deb,3
dig,3
dol,3
dop,3
dru,3
dy-,3
e'v,3
edr,3
ee-,3
eev,3
efa,3
eki,3
elu,3
enb,3
enu,3
eoc,3
eol,3
epp,3
ewi,3
ewr,3
exu,3
eys,3
f-f,3
f-p,3
fed,3
fev,3
fif,3
fts,3
g's,3
g-h,3
gap,3
gas,3
ge-,3
ggi,3
ghi,3
gia,3
gib,3
gid,3
gig,3
gil,3
gip,3
git,3
gow,3
hdr,3
hns,3
ht',3
hud,3
hwa,3
hyp,3
hys,3
i'd,3
i'm,3
idg,3
idu,3
igy,3
iki,3
imu,3
iod,3
ios,3
ipa,3
iqu,3
ius,3
iza,3
izi,3
jac,3
joi,3
jun,3
k-c,3
kit,3
l's,3
l-o,3
lax,3
ldn,3
lds,3
lks,3
lma,3
lts,3
lua,3
lub,3
meb,3
mle,3
n-l,3
n-s,3
nbe,3
nca,3
ndy,3
nfr,3
nja,3
nma,3
nmi,3
nny,3
nol,3
nov,3
npl,3
nua,3
nyh,3
nyw,3
nze,3
obo,3
od',3
odn,3
oed,3
oit,3
oph,3
opt,3
opu,3
ota,3
otm,3
oto,3
owy,3
oxf,3
p-p,3
pet,3
pew,3
pil,3
psy,3
pun,3
pus,3
pwa,3
r-m,3
r-p,3
r-t,3
rbe,3
reb,3
rej,3
rml,3
rmu,3
rnw,3
rt-,3
rvo,3
rwi,3
ryl,3
s-t,3
sab,3
sef,3
sfo,3
sfu,3
shm,3
slu,3
sme,3
sne,3
sni,3
sod,3
ssf,3
sty,3
swu,3
t-c,3
tef,3
th-,3
thd,3
thf,3
tue,3
u'l,3
uab,3
uad,3
ubd,3
ubm,3
uci,3
uef,3
uet,3
upa,3
urf,3
utr,3
ve-,3
vea,3
vey,3
vit,3
wru,3
wsp,3
wun,3
xal,3
xat,3
xfo,3
xul,3
y'v,3
y-n,3
yeb,3
yho,3
yma,3
ypo,3
yto,3
yze,3
zel,3
's-,2
-ba,2
-ea,2
-es,2
-fl,2
-fu,2
-gr,2
-la,2
-li,2
-ni,2
-om,2
-or,2
-pe,2
-qu,2
-re,2
-se,2
-su,2
-to,2
-tr,2
-us,2
-wh,2
-wo,2
a-o,2
abb,2
abu,2
adj,2
adn,2
ael,2
ags,2
ahe,2
aic,2
al-,2
aml,2
amm,2
anl,2
anq,2
anv,2
anw,2
asl,2
awy,2
ay',2
bau,2
bay,2
bby,2
bid,2
bio,2
boa,2
bst,2
bsu,2
bte,2
btl,2
buc,2
cac,2
cav,2
cay,2
chu,2
ckg,2
cko,2
coc,2
coh,2
cow,2
coy,2
cuf,2
cyc,2
d-d,2
d-h,2
dai,2
dds,2
deg,2
deu,2
dex,2
dip,2
dlo,2
dma,2
dmo,2
doy,2
dsc,2
dug,2
e'r,2
e-a,2
e-b,2
e-c,2
e-h,2
e-l,2
eaf,2
ebt,2
eby,2
ech,2
ecy,2
efl,2
efy,2
egl,2
eje,2
ejo,2
eke,2
elm,2
emn,2
env,2
eof,2
ewc,2
exo,2
f-c,2
f-r,2
foa,2
foe,2
fti,2
fug,2
fum,2
g-b,2
g-p,2
g-w,2
gio,2
gne,2
goy,2
gto,2
gun,2
gym,2
gza,2
h-a,2
h-d,2
hac,2
hma,2
hne,2
hob,2
hra,2
huc,2
iba,2
ibr,2
ics,2
ify,2
igg,2
igz,2
il',2
il-,2
imn,2
imo,2
iog,2
ip-,2
ipe,2
ipl,2
isd,2
isr,2
izo,2
jea,2
jok,2
jol,2
jov,2
jut,2
kir,2
kni,2
kon,2
ksh,2
l-e,2
l-m,2
l-s,2
l-t,2
l-u,2
lbo,2
lcu,2
ldm,2
lho,2
lir,2
lln,2
lmi,2
lpi,2
lps,2
lsc,2
map,2
mau,2
mba,2
mbu,2
mch,2
mef,2
mho,2
mix,2
mll,2
mly,2
mne,2
mns,2
mol,2
msp,2
msy,2
mth,2
muf,2
nai,2
naw,2
ndn,2
ne-,2
nhe,2
nip,2
niu,2
nos,2
npr,2
nur,2
nwh,2
oaf,2
oal,2
oam,2
odl,2
oem,2
ofs,2
ohe,2
oks,2
olt,2
ooi,2
opm,2
ops,2
opy,2
osa,2
otc,2
ouv,2
ova,2
owd,2
owh,2
oye,2
oyl,2
pad,2
pha,2
pik,2
pme,2
psh,2
pwo,2
r-a,2
r-b,2
r-h,2
ra-,2
rcl,2
rco,2
rdn,2
rdo,2
rdr,2
rey,2
rfa,2
rgl,2
rho,2
rkl,2
rm-,2
rmc,2
rmh,2
rmt,2
rsh,2
rtn,2
rto,2
ryo,2
ryw,2
sau,2
sdo,2
sep,2
sgr,2
shn,2
shy,2
smu,2
soc,2
soi,2
sov,2
sre,2
ssn,2
sys,2
t-b,2
t-h,2
tax,2
tbu,2
tet,2
tib,2
tot,2
tpa,2
tsc,2
ttr,2
tug,2
tul,2
tup,2
u'r,2
u'v,2
udi,2
ugl,2
uim,2
ulf,2
ulm,2
uln,2
ulo,2
unw,2
uou,2
urh,2
usk,2
ut-,2
utb,2
utp,2
uve,2
vap,2
var,2
veg,2
veh,2
vet,2
via,2
vig,2
voc,2
voy,2
vul,2
wam,2
wet,2
wig,2
wns,2
wnw,2
wye,2
xen,2
xit,2
xti,2
y-c,2
y-w,2
yag,2
yal,2
ybo,2
ycl,2
yis,2
yle,2
yme,2
yzi,2
zab,2
zag,2
zig,2
zon,2
-a-,1
-ad,1
